date,code,rank,brand,product,price,star,review,period_ym
20260329,3000235591,1,고려은단,"고려은단 비타민C 1000 + 쇼핑백, 180정, 1개",17900,5.0,270217,202603
20260329,3549112936,2,종근당,"종근당 칼슘 앤 마그네슘 비타민D 아연, 180정, 1개",13920,5.0,172527,202603
20260329,4637889550,3,락토핏,"락토핏 정품 골드 80포, 160g, 1개",18500,5.0,210344,202603
20260329,3350139303,4,세노비스,"세노비스 정품 마그네슘, 90정, 1개",14690,5.0,28295,202603
20260329,70393847331,5,나우푸드,"나우푸드 마그네슘 글리시네이트 타블렛, 180정, 1개",22180,5.0,10273,202603
20260329,84995746459,6,고려은단,"고려은단 비타민C 1000 + 쇼핑백, 180정, 4개",50480,5.0,270217,202603
20260329,85387691552,7,메가도스,"메가도스 비타민C 3000mg, 180g, 1개",17900,5.0,54786,202603
20260329,85873889893,8,덴프스,"덴프스 정품 덴마크 유산균이야기, 30정, 2개",22900,5.0,49952,202603
20260329,4765824657,9,스포츠리서치,"스포츠리서치 1040mg 오메가-3 피쉬 오일 트리플 스트렝스 소프트젤, 180정, 1개",50550,5.0,73831,202603
20260329,85740401140,10,그레인온,"그레인온 골드 카무트 브랜드밀 효소, 90g, 2개",27450,4.5,39902,202603
20260329,3180741512,11,나우푸드,"나우푸드 실리마린 밀크 시슬 추출물 300mg 베지 캡슐, 200정, 1개",26530,5.0,65542,202603
