date,code,rank,brand,product,price,star,review,url,period_ym
20260426,600000134,21,대웅제약, 대웅제약 밀크씨슬 30정 30일분 ,5000,4.8,1392,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000134&recmYn=N,202604
20260426,289600582,22,추억의, 추억의 어포 튀각 32 g ,1000,4.8,1153,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=289600582&recmYn=N,202604
20260426,928300326,23,일리, 일리 클래식 로스트 12개입 ,3000,4.8,767,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=928300326&recmYn=N,202604
20260426,025575127,24,[다영, [다영 PICK] 셀트리온 브로멜라인＆알파 CD 30정 15일분 ,3000,4.7,47,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=025575127&recmYn=N,202604
20260426,002901705,25,멜로, 멜로 빅 머쉬멜로우 100g ,1000,4.9,565,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=002901705&recmYn=N,202604
20260426,600651649,26,유한양행, 유한양행 장건강 생유산균 30캡슐 30일분 ,5000,4.8,89,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600651649&recmYn=N,202604
20260426,126800650,27,동아, 동아 이브로 칠리콘 스낵 75 g ,1000,4.7,900,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=126800650&recmYn=N,202604
20260426,120420584,28,청우, 청우 쫀득 초코칩 커피 맛 90 g ,1500,4.7,1260,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=120420584&recmYn=N,202604
20260426,600000204,29,대웅제약, 대웅제약 마그네슘 샷 25ml x 5병 5일분 ,5000,4.9,309,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000204&recmYn=N,202604
20260426,947020016,30,청해, 청해 오찡어 소면 30 g ,2000,4.8,675,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=947020016&recmYn=N,202604
20260426,139213437,31,CJ, CJ 카무트 곡물과채콤부 화사 효소 10포 10일분 ,5000,4.8,540,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=139213437&recmYn=N,202604
20260426,928300328,32,일리, 일리 클래식 로스트 디카페인 1g X 12개입 ,3000,4.8,366,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=928300328&recmYn=N,202604
20260426,106286189,33,롯데, 롯데 꼬깔콘 군옥수수맛 52 g ,1000,4.9,188,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=106286189&recmYn=N,202604
20260426,613602124,34,자연관, 자연관 이뮨 멀티비타민 미네랄 4병 ,5000,4.8,810,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=613602124&recmYn=N,202604
20260426,919157053,35,휴럼, 휴럼 하루한포 6년근 고려홍삼 5포 5일분 ,2000,4.8,75,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=919157053&recmYn=N,202604
20260426,032306203,36,종근당, 종근당 데일리와이즈 초임계 알티지 오메가3 12캡슐 12일분 ,2000,4.8,28,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=032306203&recmYn=N,202604
20260426,105200406,37,고구마, 고구마 츄 60 g ,2000,4.7,442,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=105200406&recmYn=N,202604
20260426,610910678,38,동국제약, 동국제약 혈당케어＆유산균 30캡슐 ,5000,4.8,528,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=610910678&recmYn=N,202604
20260426,610910677,39,동국제약, 동국제약 이너케어＆유산균 30캡슐 ,5000,4.8,926,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=610910677&recmYn=N,202604
20260426,925667463,40,허쉬, 허쉬 초콜릿 칩 미니 쿠키 50 g ,1000,4.7,1028,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=925667463&recmYn=N,202604
20260426,949558093,41,도드람, 도드람 고기 찍먹 양념 세트 72 g ,1000,4.8,353,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=949558093&recmYn=N,202604
20260426,600000139,42,대웅제약, 대웅제약 쏘팔메토 옥타코사놀 30캡슐 30일분 ,5000,4.8,819,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000139&recmYn=N,202604
20260426,109446260,43,휘오, 휘오 순수 500 ml ,500,4.8,125,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=109446260&recmYn=N,202604
20260426,032306207,44,종근당, 종근당 데일리와이즈 포스트바이오틱스 구미 7일분 ,1000,,0,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=032306207&recmYn=N,202604
20260426,032306200,45,종근당, 종근당 데일리와이즈 멀티비타민 미네랄 12정 12일분 ,2000,4.9,10,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=032306200&recmYn=N,202604
20260426,947020105,46,청해, 청해 땅콩버터맛 오징어 30g ,2000,4.8,841,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=947020105&recmYn=N,202604
20260426,600000129,47,대웅제약, 대웅제약 비타민B 30정 30일분 ,3000,4.8,975,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000129&recmYn=N,202604
20260426,600000203,48,대웅제약, 대웅제약 식물성 뉴티지 오메가3 30캡슐 30일분 ,5000,4.7,369,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000203&recmYn=N,202604
20260426,277534494,49,게리, 게리 치즈 크래커 72 g ,1000,4.8,812,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=277534494&recmYn=N,202604
